user_id,track_id,artist,rating
3,149,the sound of lucrecia,2.1627
3,150,porzellan,2.1578
4,51,duran duran,2.5697
4,53,air,2.9335
4,64,ryksopp,2.7713
4,65,coldplay,2.6613
4,70,moby,2.746
4,72,depeche mode,3.5896
4,77,george michael,2.7519
4,151,deep forest,3.2539
4,152,porcupine tree,3.1206
4,153,de/vision,3.0244
4,154,radiohead,2.9949
4,155,robbie williams,2.9747
4,156,vast,2.9599
4,157,michael jackson,2.9549
4,158, ,2.9536
4,159,the cure,2.9513
4,160, ,2.9458
4,161,enrique iglesias,2.9064
4,162,god is an astronaut,2.8444
4,163,pink floyd,2.8049
4,164, ,2.7978
4,165,planet funk,2.7912
4,166,the cranberries,2.7904
4,167,scissor sisters,2.7609
4,168, ,2.7585
4,169, ,2.7417
4,170,mew,2.7259
4,171,stereophonics,2.7195
4,172,garbage,2.67
4,173,placebo,2.6513
4,174,infected mushroom,2.6456
4,175,delerium,2.6433
4,176,scorpions,2.6421
4,177,rock star supernova,2.6421
4,178,dolores o'riordan,2.6363
4,179,tommy lee,2.618
4,180,roxette,2.6079
4,181,paradise lost,2.6066
4,182,keane,2.6053
4,183,jamiroquai,2.604
4,184,james blunt,2.5961
4,185,reamonn,2.5866
4,186,blackfield,2.5811
4,187,a-ha,2.5624
4,188,opeth,2.5594
4,189,poets of the fall,2.5426
4,190,muse,2.5394
4,191,onerepublic,2.5298
4,192,elton john,2.5215
4,193,tears for fears,2.5148
5,53,air,2.4936
5,154,radiohead,3.0173
5,173,placebo,2.588
5,182,keane,2.5609
5,190,muse,2.9949
5,194,the tiger lillies,2.9747
5,195,bright eyes,2.9271
5,196,beirut,2.9
5,197,tom waits,2.7956
5,198,system of a down,2.7948
5,199,arcade fire,2.733
5,200,gogol bordello,2.6986
5,201,,2.6646
5,202,cake,2.658
5,203,blur,2.6456
5,204,damien rice,2.641
5,205,andrew bird,2.6315
5,206,beck,2.6193
5,207,arctic monkeys,2.6117
5,208,babyshambles,2.6066
5,209,my chemical romance,2.6027
5,210,bloc party,2.5711
5,211,the decemberists,2.5609
5,212,bob dylan,2.5426
5,213,jacques brel,2.541
5,214,devotchka,2.5378
5,215,jeff buckley,2.5199
5,216,sparklehorse,2.5131
5,217,death cab for cutie,2.5008
5,218,man man,2.499
5,219,m. ward,2.4881
5,220,red hot chili peppers,2.473
5,221,travis,2.4551
5,222,modest mouse,2.4551
5,223,band of horses,2.4296
5,224,yeong-wook jo,2.4161
5,225,interpol,2.4138
5,226,queens of the stone age,2.4068
5,227,the beatles,2.4044
5,228,kings of leon,2.4044
5,229,the killers,2.4044
5,230,green day,2.402
5,231,devendra banhart,2.3947
5,232,sunset rubdown,2.3923
5,233,nine inch nails,2.3848
5,234,nirvana,2.3822
5,235,eels,2.3822
5,236,clap your hands say yeah,2.3771
5,237,thom yorke,2.3529
5,238,massive attack,2.3445
6,77,george michael,1.7086
6,239,keyshia cole,2.0081
6,240,racionais mc's,2.0081
6,241,toni braxton,2.0001
6,242,elo da corrente,1.975
6,243,teta lando,1.9477
6,244,flagelo urbano,1.9381
6,245,bob marley & the wailers,1.9181
6,246,adriana calcanhotto,1.9181
6,247,maxwell,1.8738
6,248,pharoahe monch,1.8618
6,249,common,1.8363
6,250,bob marley,1.8363
6,251,whitney houston,1.8363
6,252,tamia,1.8363
6,253,bryan adams,1.8228
6,254,lokua kanza,1.7786
6,255,nach,1.7786
6,256,kid abelha,1.7624
6,257,mariah carey,1.7454
6,258,tina turner,1.7454
6,259,9th wonder,1.7454
6,260,floetry,1.7454
6,261,marisa monte,1.7454
6,262,mary j. blige,1.7275
6,263,jill scott,1.7275
6,264,sara tavares,1.7275
6,265,cline dion,1.7275
6,266,erykah badu,1.7086
6,267,nas,1.7086
6,268,richard marx,1.7086
6,269,dru hill,1.7086
6,270,maria bethnia,1.7086
6,271,mos def,1.6885
6,272,faith evans,1.6885
6,273,avant,1.6885
6,274,bob da rage sense,1.6885
6,275,angie stone,1.6672
6,276,gang starr,1.6672
6,277,papa wemba,1.6672
6,278,2pac,1.6672
6,279,brandy,1.6672
6,280,sam the kid,1.6672
6,281,dealema,1.6672
6,282,boss ac,1.6672
6,283,ana carolina,1.6672
6,284,dilated peoples,1.6443
6,285,janet jackson,1.6443
6,286,peter tosh,1.6443
6,287,monica,1.6443
7,55,kylie minogue,3.4379
7,67,madonna,3.3666
7,89,lady gaga,3.6425
7,257,mariah carey,3.603
7,288,rihanna,4.3098
7,289,britney spears,3.8552
7,290,jordin sparks,3.6655
7,291,kelly clarkson,3.615
7,292,christina aguilera,3.5331
7,293,ashlee simpson,3.5217
7,294,leona lewis,3.4483
7,295,beyonc,3.4049
7,296,sugababes,3.3417
7,297,david cook,3.2613
7,298,lily allen,3.253
7,299,jennifer lopez,3.2489
7,300,katy perry,3.2427
7,301,alicia keys,3.2037
7,302,p!nk,3.19
7,303,panic at the disco,3.1755
7,304,david archuleta,3.1479
7,305,katharine mcphee,3.1098
7,306,black eyed peas,3.1083
7,307,kate voegele,3.1078
7,308,kat deluna,3.0842
7,309,danity kane,3.0669
7,310,nelly furtado,3.0453
7,311,natasha bedingfield,3.0446
7,312,cassie,3.0327
7,313,allison iraheta,3.0233
7,314,ciara,3.0113
7,315,matt pokora,2.9981
7,316,alanis morissette,2.988
7,317,keri hilson,2.973
7,318,hilary duff,2.9643
7,319,haley james scott,2.959
7,320,fergie,2.949
7,321,jonas brothers,2.9276
7,322,ashanti,2.9242
7,323,the saturdays,2.9136
7,324,cobra starship,2.8919
7,325,ashley tisdale,2.8886
7,326,jojo,2.8853
7,327,chris brown,2.8819
7,328,david guetta,2.8728
7,329,justin timberlake,2.8507
7,330,t.i.,2.8463
7,331,kanye west,2.8393
7,332,kelly rowland,2.8355
7,333,avril lavigne,2.8276
8,71,dido,2.4936
8,89,lady gaga,3.0309
8,97,duffy,2.7149
8,251,whitney houston,2.5797
8,257,mariah carey,2.8147
8,265,cline dion,2.8785
8,288,rihanna,2.7776
8,289,britney spears,3.3276
8,291,kelly clarkson,2.7569
8,292,christina aguilera,2.9772
8,295,beyonc,3.1753
8,296,sugababes,3.0708
8,298,lily allen,2.8963
8,300,katy perry,2.7083
8,302,p!nk,2.7806
8,311,natasha bedingfield,2.7139
8,323,the saturdays,2.8768
8,334,no angels,3.6668
8,335,sandy,3.3473
8,336,vanessa petruo,3.2404
8,337,alexander,3.1711
8,338,queensberry,3.0456
8,339,fady maalouf,2.9921
8,340,cher,2.9843
8,341,barbara schneberger,2.9818
8,342,colbie caillat,2.9643
8,343,annett louisan,2.8825
8,344,taylor swift,2.8622
8,345,nadja benaissa,2.8463
8,346,lena,2.8419
8,347,cassandra steen,2.8322
8,348,wir sind helden,2.8316
8,349,the pussycat dolls,2.8249
8,350,monrose,2.8249
8,351,gabrielle,2.7985
8,352,cheryl cole,2.769
8,353,milow,2.7552
8,354,sarah connor,2.746
8,355,jason mraz,2.7213
8,356,brad paisley,2.7111
8,357,silbermond,2.7064
8,358,diyana,2.6375
8,359,maria mena,2.6339
8,360,shania twain,2.6092
8,361,jennifer chung,2.604
8,362,a fine frenzy,2.5711
8,363,lucylicious,2.5008
8,364,sugarland,2.4881
8,365,christina strmer,2.4863
8,366,jack johnson,2.4788
9,8,dir en grey,2.8819
9,367,big bang,3.3473
9,368,,3.1797
9,369,2pm,3.1066
9,370,katatonia,3.0935
9,371,skillet,3.0905
9,372,800,3.0802
9,373,jay park,2.9536
9,374,,2.9439
9,375,,2.9053
9,376,uverworld,2.9048
9,377,linkin park,2.8941
9,378,evanescence,2.8836
9,379,,2.8652
9,380,blackmore's night,2.864
9,381,c.n.blue,2.864
9,382,buck-tick,2.85
9,383,bad religion,2.8425
9,384,fairuz,2.8355
9,385,t.m.revolution,2.8064
9,386,cascada,2.8049
9,387,trax,2.7791
9,388,b2st,2.7642
9,389,enya,2.7577
9,390,gackt,2.7391
9,391,sinamore,2.7268
9,392,remi bandali,2.7241
9,393,super junior,2.7176
9,394,,2.7064
9,395,news,2.6805
9,396,l'arc~en~ciel,2.6678
9,397,-miyavi-,2.6678
9,398,www.djfahad.com,2.6668
9,399,,2.6513
9,400,2ne1,2.649
9,401,rentrer en soi,2.6479
9,402,3mmey,2.6375
9,403,the all-american rejects,2.6291
9,404,,2.6291
9,405,the rasmus,2.6218
9,406,hyde,2.613
9,407,akira yamaoka,2.5987
9,408,crossfade,2.5987
9,409,g-dragon,2.5893
9,410,gd&top,2.588
9,411,chinese mix,2.5825
9,412,blink-182,2.5811
9,413,after school,2.5783
9,414,wasted land,2.5711
9,415,laith al-deen,2.5697
10,154,radiohead,2.4863
10,159,the cure,2.5653
10,196,beirut,3.1006
10,199,arcade fire,3.1661
10,200,gogol bordello,2.6668
10,208,babyshambles,2.671
10,217,death cab for cutie,2.9678
10,219,m. ward,2.5079
10,225,interpol,3.1441
10,228,kings of leon,2.6363
10,229,the killers,3.0555
10,416,the national,3.4359
10,417,cordel do fogo encantado,3.2103
10,418,sigur rs,3.0761
10,419,tokyo police club,3.0676
10,420,the kills,3.0656
10,421,mveis coloniais de acaju,3.0432
10,422,momboj,3.0151
10,423,bat for lashes,3.0024
10,424,the strokes,2.9831
10,425,yeah yeah yeahs,2.9536
10,426,rilo kiley,2.8908
10,427,the cribs,2.8797
10,428,the libertines,2.8768
10,429,the smiths,2.874
10,430,kate nash,2.8664
10,431,wolf parade,2.858
10,432,klaxons,2.8463
10,433,broken social scene,2.8175
10,434,spoon,2.7978
10,435,black lips,2.7268
10,436,the smashing pumpkins,2.6784
10,437,she & him,2.6763
10,438,o teatro mgico,2.6689
10,439,los hermanos,2.6502
10,440,animal collective,2.5961
10,441,joy division,2.5839
10,442,the tallest man on earth,2.5797
10,443,the rakes,2.5711
10,444,mm,2.5394
10,445,bon iver,2.533
10,446,ra ra riot,2.5249
10,447,manu chao,2.5079
10,448,art brut,2.4881
10,449,poney express,2.4863
10,450,she wants revenge,2.4788
10,451,local natives,2.471
10,452,mundo livre s/a,2.4632
10,453,silverchair,2.4551
10,454,jnsi,2.4468
11,67,madonna,2.5711
11,89,lady gaga,3.4615
11,157,michael jackson,3.0604
11,230,green day,2.6907
11,234,nirvana,2.7295
11,288,rihanna,2.9625
11,289,britney spears,3.5043
11,292,christina aguilera,2.8634
11,294,leona lewis,2.618
11,295,beyonc,2.8425
11,300,katy perry,2.7083
11,301,alicia keys,2.6668
11,304,david archuleta,3.0682
11,306,black eyed peas,2.5987
11,325,ashley tisdale,2.658
11,327,chris brown,2.6986
11,329,justin timberlake,2.8622
11,344,taylor swift,2.5907
11,349,the pussycat dolls,2.7025
11,455,backstreet boys,3.5496
11,456,jesse mccartney,3.2793
11,457,aaron carter,3.2504
11,458,justin bieber,3.2352
11,459,*nsync,3.2067
11,460,noize mc,3.199
11,461,miley cyrus,3.1923
11,462,blue,3.1495
11,463,savage garden,3.1279
11,464,3oh!3,3.0947
11,465,jessica simpson,3.0601
11,466,ke$ha,3.0432
11,467,darren hayes,2.9814
11,468,usher,2.949
11,469,nick carter,2.8616
11,470,nevershoutnever!,2.8592
11,471,metro station,2.8525
11,472,3 doors down,2.8381
11,473,dream street,2.7874
11,474,craig david,2.7752
11,475,eminem,2.7745
11,476,m. pokora,2.6986
11,477,daniel merriweather,2.6976
11,478, ,2.6907
11,479,westlife,2.6826
11,480,guf,2.6753
11,481,simple plan,2.6524
11,482,jeremih,2.6014
11,483,centr,2.5961
11,484,ne-yo,2.5921
11,485,kelis,2.5839
12,72,depeche mode,3.3105
12,189,poets of the fall,3.419
12,191,onerepublic,3.5377
12,230,green day,3.3052
12,288,rihanna,3.4295
12,300,katy perry,3.0786
12,333,avril lavigne,4.1096
12,344,taylor swift,3.6217
12,377,linkin park,4.4118
12,378,evanescence,4.2014
12,405,the rasmus,3.0692
12,407,akira yamaoka,3.2136
12,466,ke$ha,3.1889
12,486,30 seconds to mars,4.1114
12,487,the birthday massacre,3.7408
12,488,three days grace,3.7217
12,489,limp bizkit,3.7205
12,490,seether,3.5579
12,491,fort minor,3.5031
12,492,funeral for a friend,3.5019
12,493,lostprophets,3.4935
12,494,finch,3.4864
12,495,this beautiful republic,3.4751
12,496,cold,3.4638
12,497,papa roach,3.4457
12,498,paramore,3.4361
12,499,flyleaf,3.4304
12,500,bullet for my valentine,3.3575
12,501,angels & airwaves,3.3448
12,502,lafee,3.3341
12,503,in flames,3.2364
12,504,him,3.223
12,505,digital summer,3.2128
12,506,anathema,3.2117
12,507,saosin,3.2025
12,508,tracktor bowling,3.1912
12,509,pitchshifter,3.1774
12,510,p.o.d.,3.1552
12,511,u2,3.1393
12,512,deftones,3.1346
12,513,traff!c,3.1319
12,514,ill nio,3.1258
12,515,clan of xymox,3.1244
12,516,celldweller,3.1137
12,517,korn,3.112
12,518,within temptation,3.0584
12,519,static-x,3.0521
12,520,fluke,3.0422
12,521,happysad,3.0373
12,522,lacrimosa,3.033
13,55,kylie minogue,1.4148
13,67,madonna,1.5329
13,89,lady gaga,3.5141
13,173,placebo,1.4148
13,228,kings of leon,1.4148
13,292,christina aguilera,1.3034
13,295,beyonc,1.1343
13,298,lily allen,1.7086
13,299,jennifer lopez,1.3034
13,300,katy perry,1.1343
13,302,p!nk,1.5329
13,310,nelly furtado,1.7275
13,316,alanis morissette,1.3034
13,318,hilary duff,1.1343
13,325,ashley tisdale,1.2295
13,328,david guetta,1.6198
13,333,avril lavigne,1.9836
13,344,taylor swift,1.1343
13,349,the pussycat dolls,1.2295
13,352,cheryl cole,1.1343
13,378,evanescence,1.1343
13,461,miley cyrus,1.2295
13,466,ke$ha,1.3034
13,498,paramore,1.4148
13,523,lindsay lohan,1.5645
13,524,jeffree star,1.498
13,525,gwen stefani,1.4148
13,526,la roux,1.4148
13,527,lil' wayne,1.3034
13,528,pixie lott,1.3034
13,529,paul van dyk,1.2295
13,530,alphabeat,1.2295
13,531,taio cruz,1.2295
13,532,little boots,1.2295
13,533,oasis,1.1343
13,534,no doubt,1.1343
13,535,sophie ellis-bextor,1.1343
13,536,good charlotte,1.1343
13,537,the used,1.1343
13,538,maroon 5,1.1343
13,539,gossip,1.1343
13,540,fall out boy,1.1343
13,541,space cowboy,1.1343
13,542,pitty,1.1343
13,543,nicole scherzinger,1.1343
13,544,adam lambert,1.1343
13,545,flo rida,1.1343
13,546,the ting tings,1.1343
13,547,kid cudi,1.1343
13,548,ellie goulding,1.1343
14,549,the sonics,3.1343
14,550,the fleshtones,3.0262
14,551,the satelliters,3.0044
14,552,the barracudas,3.004
14,553,the staggers,3.0016
14,554,the kinks,2.9981
14,555,the swingin' neckbreakers,2.9969
14,556,the strollers,2.9892
14,557,the fuzztones,2.988
14,558,the maharajas,2.9725
14,559,southern culture on the skids,2.9708
14,560,the woggles,2.9695
14,561,the untamed youth,2.9513
14,562,the who,2.9448
14,563,small faces,2.943
14,564,mahalia jackson,2.9286
14,565,howlin' wolf,2.9276
14,566,jackie wilson,2.9262
14,567,sam cooke,2.9257
14,568,the vice barons,2.9232
14,569,otis redding,2.9187
14,570,little richard,2.9182
14,571,lavern baker,2.9177
14,572,ray charles,2.9172
14,573,the detroit cobras,2.9172
14,574,big mama thornton,2.9156
14,575,aretha franklin,2.9146
14,576,marvin gaye,2.9136
14,577,ruth brown,2.9131
14,578,james brown,2.9095
14,579,big maybelle,2.9079
14,580,muddy waters,2.9074
14,581,elmore james,2.9074
14,582,sonny boy williamson,2.9069
14,583,john lee hooker,2.9064
14,584,the isley brothers,2.9064
14,585,chuck berry,2.9058
14,586,professor longhair,2.9037
14,587,sister rosetta tharpe,2.9006
14,588,big joe turner,2.8995
14,589,andre williams,2.8995
14,590,louis prima,2.899
14,591,charles aznavour,2.8957
14,592,ennio morricone,2.8947
14,593,renato carosone,2.8947
14,594,the pretty things,2.8941
14,595,the titty twisters orchestra,2.893
14,596,the montesas,2.8903
14,597,the easybeats,2.8897
14,598,the gruesomes,2.8897
15,69,sade,2.5893
15,154,radiohead,2.9634
15,159,the cure,2.6569
15,197,tom waits,2.8886
15,203,blur,2.713
15,205,andrew bird,2.8134
15,212,bob dylan,2.5893
15,215,jeff buckley,2.604
15,218,man man,2.5948
15,222,modest mouse,2.5797
15,227,the beatles,2.9616
15,233,nine inch nails,2.8042
15,266,erykah badu,2.5961
15,429,the smiths,2.7259
15,511,u2,2.9585
15,599,david bowie,3.1017
15,600,le bowl,2.9985
15,601,prince,2.8646
15,602,iron & wine,2.858
15,603,aphex twin,2.8182
15,604,kings of convenience,2.8182
15,605,beastie boys,2.8085
15,606,jos gonzlez,2.8057
15,607,jethro tull,2.7889
15,608,tortoise,2.765
15,609,nick drake,2.7609
15,610,miles davis,2.7585
15,611,the sea and cake,2.7585
15,612,talking heads,2.7383
15,613,john coltrane,2.7321
15,614,pearl jam,2.712
15,615,elliott smith,2.7111
15,616,squarepusher,2.7073
15,617,the roots,2.7025
15,618,belle and sebastian,2.7015
15,619,a tribe called quest,2.6986
15,620,pulp,2.6897
15,621,the album leaf,2.6668
15,622,sufjan stevens,2.6624
15,623,clogs,2.6547
15,624,great lake swimmers,2.6536
15,625,thelonious monk,2.6363
15,626,a.a. bondy,2.6143
15,627,saint etienne,2.6105
15,628,andrew york,2.6066
15,629,of montreal,2.6014
15,630,neil young,2.5726
15,631,einstrzende neubauten,2.5668
15,632,explosions in the sky,2.5668
15,633,ornette coleman,2.5624
16,89,lady gaga,3.004
16,161,enrique iglesias,2.8007
16,346,lena,2.618
16,386,cascada,2.4405
16,532,little boots,2.6014
16,634, ,3.0192
16,635,teen angels,2.963
16,636,ivi adamou,2.8984
16,637,helena paparizou,2.8302
16,638,kalomoira,2.8202
16,639,milan stankovi,2.7992
16,640, ,2.7485
16,641,laura pausini,2.7477
16,642,banghra,2.746
16,643,nikolas metaxas,2.7268
16,644,inna,2.7259
16,645,stavento,2.6721
16,646,rbd,2.6689
16,647,eleftheria eleftheriou,2.6678
16,648,antonis remos,2.6513
16,649,d'nash,2.6092
16,650,giorgos papadopoulos,2.6014
16,651,funky g,2.6001
16,652,hadise,2.574
16,653,watch tower bible and tract society of pa,2.5697
16,654,onirama,2.5534
16,655,jessy matador,2.5534
16,656,master tempo,2.5488
16,657,paolo meneguzzi,2.541
16,658,floricienta,2.5182
16,659,erreway,2.5096
16,660,dima bilan,2.4806
16,661,stromae,2.4671
16,662,tamta,2.4652
16,663,sakis rouvas,2.4632
16,664,karolina,2.4383
16,665,giannis ploutarxos,2.4318
16,666,chane & n'evergreen,2.4296
16,667,evridiki,2.4274
16,668,mando,2.4252
16,669,eric saade,2.4252
16,670,safura,2.4229
16,671,alkistis protopsalti,2.4184
16,672,denise rosenthal,2.4184
16,673,christos dantis,2.4161
16,674,darin,2.4115
16,675,despoina olympiou,2.4115
16,676,yohanna,2.4068
16,677,kostas martakis,2.4068
16,678,soulthrow,2.402
17,56,daft punk,2.5893
17,67,madonna,2.6635
17,89,lady gaga,3.1333
17,229,the killers,2.8947
17,230,green day,2.3585
17,288,rihanna,2.3822
17,289,britney spears,2.3529
17,292,christina aguilera,2.3299
17,298,lily allen,2.5503
17,300,katy perry,3.0863
17,306,black eyed peas,2.4184
17,324,cobra starship,2.6668
17,325,ashley tisdale,2.5564
17,344,taylor swift,3.2533
17,403,the all-american rejects,2.3019
17,461,miley cyrus,3.0528
17,464,3oh!3,2.6205
17,466,ke$ha,3.0323
17,498,paramore,3.2018
17,526,la roux,2.3115
17,528,pixie lott,2.6826
17,538,maroon 5,2.5061
17,544,adam lambert,2.776
17,548,ellie goulding,3.1801
17,679,glee cast,3.9418
17,680,the veronicas,3.0199
17,681,demi lovato,3.0155
17,682,lights,2.9162
17,683,john mayer,2.8113
17,684,american idiot cast,2.8028
17,685,nick jonas & the administration,2.7391
17,686,selena gomez & the scene,2.7321
17,687,all time low,2.7295
17,688,honor society,2.6996
17,689,florence + the machine,2.6255
17,690,marina & the diamonds,2.5907
17,691,owl city,2.5394
17,692,mitchel musso,2.5096
17,693,hey monday,2.5061
17,694,darren criss,2.5044
17,695,push play,2.4768
17,696,the pierces,2.473
17,697,sia,2.4691
17,698,duncan sheik & steven sater,2.4229
17,699,esme denters,2.3612
17,700,boyce avenue,2.3473
17,701,shakira,2.3445
17,702,ester dean,2.3269
17,703,the xx,2.3208
17,704,the pretty reckless,2.3146
18,56,daft punk,2.5026
18,65,coldplay,2.5783
18,71,dido,2.756
18,72,depeche mode,2.7585
18,88,gorillaz,2.6105
18,163,pink floyd,2.5726
18,174,infected mushroom,2.6937
18,190,muse,2.8568
18,220,red hot chili peppers,2.9016
18,227,the beatles,2.9053
18,230,green day,2.7552
18,378,evanescence,2.533
18,389,enya,2.7494
18,511,u2,2.8263
18,533,oasis,2.8757
18,705,engenheiros do hawaii,3.317
18,706,ac/dc,3.0055
18,707,metallica,2.9997
18,708,capital inicial,2.9315
18,709,the white stripes,2.9207
18,710,black label society,2.9136
18,711,mark knopfler,2.8908
18,712,dire straits,2.8406
18,713,gotthard,2.8289
18,714,legio urbana,2.7768
18,715,r.e.m.,2.776
18,716,kaiser chiefs,2.7626
18,717,electric light orchestra,2.7231
18,718,johnny cash,2.7195
18,719,orishas,2.7195
18,720,social distortion,2.6795
18,721,wim mertens,2.658
18,722,atb,2.641
18,723,buena vista social club,2.6339
18,724,ozzy osbourne,2.5948
18,725,tits,2.5934
18,726,apocalyptica,2.588
18,727,era,2.5866
18,728,eric clapton,2.5811
18,729,sacred spirit,2.5754
18,730,eagles,2.5609
18,731,1200 micrograms,2.5564
18,732,alice cooper,2.5519
18,733,john lennon,2.5503
18,734,bruce springsteen,2.5215
18,735,the rolling stones,2.5131
18,736,eliades ochoa,2.4936
18,737,trans-siberian orchestra,2.4749
18,738,dj tisto,2.4749
18,739,lulu santos,2.473
20,56,daft punk,2.3239
20,88,gorillaz,2.3329
20,141,aidan baker,3.0538
20,163,pink floyd,2.3557
20,201,,2.3529
20,504,him,2.4405
20,512,deftones,2.649
20,743,nadja,2.8175
20,744,autechre,2.7339
20,745,aidan baker & thisquietarmy,2.6646
20,746,salem,2.6433
20,747,carbon based lifeforms,2.6303
20,748,boards of canada,2.623
20,749,casino versus japan,2.6143
20,750,bill withers,2.5934
20,751,jesu,2.5893
20,752,boris,2.5852
20,753,secede,2.5298
20,754,maximum the hormone,2.5008
20,755,65daysofstatic,2.4806
20,756,arovane,2.4749
20,757,crystal castles,2.4671
20,758,,2.4571
20,759,#####,2.453
20,760,lake rdio,2.4447
20,761,asian dub foundation,2.4296
20,762,the chemodan,2.4115
20,763,mono,2.402
20,764,16 horsepower,2.3923
20,765,multiplex,2.3848
20,766,ben frost,2.3822
20,767,gridlock,2.3692
20,768,enter shikari,2.3639
20,769,isis,2.3585
20,770,horse the band,2.3473
20,771,lazzich,2.3387
20,772,proem,2.3239
20,773,electronicmicroanimal,2.3239
20,774,mooncake,2.3083
20,775,gastn arvalo,2.3051
20,776,sokpb avabodha,2.2986
20,777,the crystal method,2.2953
20,778,ochre,2.2953
20,779,bring me the horizon,2.2953
20,780,gimmik,2.292
20,781,fail emotions,2.292
20,782,solar fields,2.2887
20,783,digitonal,2.2853
20,784,jackson and his computer band,2.2853
20,785,fear factory,2.2818
21,55,kylie minogue,3.5248
21,67,madonna,2.5564
21,71,dido,2.3299
21,89,lady gaga,2.7601
21,288,rihanna,2.8113
21,289,britney spears,3.5646
21,292,christina aguilera,2.7844
21,293,ashlee simpson,2.8886
21,295,beyonc,2.4362
21,298,lily allen,2.4296
21,299,jennifer lopez,2.8393
21,300,katy perry,2.6027
21,302,p!nk,2.3529
21,306,black eyed peas,2.4044
21,310,nelly furtado,2.5044
21,318,hilary duff,2.5503
21,325,ashley tisdale,2.5298
21,352,cheryl cole,2.3473
21,461,miley cyrus,2.7837
21,465,jessica simpson,2.3639
21,466,ke$ha,2.5609
21,476,m. pokora,2.7806
21,523,lindsay lohan,2.5026
21,531,taio cruz,2.5061
21,535,sophie ellis-bextor,3.2796
21,543,nicole scherzinger,2.5426
21,660,dima bilan,2.4918
21,674,darin,2.5579
21,679,glee cast,2.451
21,681,demi lovato,2.3529
21,686,selena gomez & the scene,2.9691
21,701,shakira,2.9549
21,786,mandy moore,2.9558
21,787,paulina rubio,2.776
21,788,fey,2.7745
21,789,dannii minogue,2.7552
21,790,belinda,2.7286
21,791,marie serneholt,2.6267
21,792,thala,2.6168
21,793,hannah montana,2.5697
21,794,a*teens,2.5503
21,795,gloria trevi,2.4973
21,796,anna carina,2.4881
21,797,emily osment,2.4612
21,798,geri halliwell,2.4207
21,799,junior caldera feat sophie ellis bextor,2.3771
21,800,atomic kitten,2.3585
21,801,5ive,2.3585
21,802,anah,2.2953
21,803,five,2.292
22,412,blink-182,2.9291
22,503,in flames,3.665
22,514,ill nio,3.0373
22,804,darkest hour,3.5003
22,805,parkway drive,3.3676
22,806,soilwork,3.3614
22,807,crematory,3.3411
22,808,rise against,3.3386
22,809,the black dahlia murder,3.3339
22,810,all that remains,3.3129
