artist_id,artist,url,musicnet_id
207,arctic monkeys,http://www.last.fm/music/Arctic+Monkeys,
208,babyshambles,http://www.last.fm/music/Babyshambles,
209,my chemical romance,http://www.last.fm/music/My+Chemical+Romance,
210,bloc party,http://www.last.fm/music/Bloc+Party,
211,the decemberists,http://www.last.fm/music/The+Decemberists,
212,bob dylan,http://www.last.fm/music/Bob+Dylan,
213,jacques brel,http://www.last.fm/music/Jacques+Brel,
214,devotchka,http://www.last.fm/music/DeVotchKa,
215,jeff buckley,http://www.last.fm/music/Jeff+Buckley,
216,sparklehorse,http://www.last.fm/music/Sparklehorse,
217,death cab for cutie,http://www.last.fm/music/Death+Cab+for+Cutie,
218,man man,http://www.last.fm/music/Man+Man,
219,m. ward,http://www.last.fm/music/M.+Ward,
220,red hot chili peppers,http://www.last.fm/music/Red+Hot+Chili+Peppers,
221,travis,http://www.last.fm/music/Travis,
222,modest mouse,http://www.last.fm/music/Modest+Mouse,
223,band of horses,http://www.last.fm/music/Band+of+Horses,
224,yeong-wook jo,http://www.last.fm/music/Yeong-wook+Jo,
225,interpol,http://www.last.fm/music/Interpol,
226,queens of the stone age,http://www.last.fm/music/Queens+of+the+Stone+Age,
227,the beatles,http://www.last.fm/music/The+Beatles,
228,kings of leon,http://www.last.fm/music/Kings+of+Leon,
229,the killers,http://www.last.fm/music/The+Killers,
230,green day,http://www.last.fm/music/Green+Day,
231,devendra banhart,http://www.last.fm/music/Devendra+Banhart,
232,sunset rubdown,http://www.last.fm/music/Sunset+Rubdown,
233,nine inch nails,http://www.last.fm/music/Nine+Inch+Nails,
234,nirvana,http://www.last.fm/music/Nirvana,
235,eels,http://www.last.fm/music/Eels,
236,clap your hands say yeah,http://www.last.fm/music/Clap+Your+Hands+Say+Yeah,
237,thom yorke,http://www.last.fm/music/Thom+Yorke,
238,massive attack,http://www.last.fm/music/Massive+Attack,
239,keyshia cole,http://www.last.fm/music/Keyshia+Cole,
240,racionais mc's,http://www.last.fm/music/Racionais+MC%27s,
241,toni braxton,http://www.last.fm/music/Toni+Braxton,
242,elo da corrente,http://www.last.fm/music/Elo+da+Corrente,
243,teta lando,http://www.last.fm/music/Teta+Lando,
244,flagelo urbano,http://www.last.fm/music/Flagelo+Urbano,
245,bob marley & the wailers,http://www.last.fm/music/Bob%2BMarley%2B%2526%2BThe%2BWailers,
246,adriana calcanhotto,http://www.last.fm/music/Adriana+Calcanhotto,
247,maxwell,http://www.last.fm/music/Maxwell,
248,pharoahe monch,http://www.last.fm/music/Pharoahe+Monch,
249,common,http://www.last.fm/music/Common,
250,bob marley,http://www.last.fm/music/Bob+Marley,
251,whitney houston,http://www.last.fm/music/Whitney+Houston,
252,tamia,http://www.last.fm/music/Tamia,
253,bryan adams,http://www.last.fm/music/Bryan+Adams,
254,lokua kanza,http://www.last.fm/music/Lokua+Kanza,
255,nach,http://www.last.fm/music/Nach,
256,kid abelha,http://www.last.fm/music/Kid+Abelha,
257,mariah carey,http://www.last.fm/music/Mariah+Carey,
258,tina turner,http://www.last.fm/music/Tina+Turner,
259,9th wonder,http://www.last.fm/music/9th+Wonder,
260,floetry,http://www.last.fm/music/Floetry,
261,marisa monte,http://www.last.fm/music/Marisa+Monte,
262,mary j. blige,http://www.last.fm/music/Mary+J.+Blige,
263,jill scott,http://www.last.fm/music/Jill+Scott,
264,sara tavares,http://www.last.fm/music/Sara+Tavares,
265,cline dion,http://www.last.fm/music/C%C3%A9line+Dion,
266,erykah badu,http://www.last.fm/music/Erykah+Badu,
267,nas,http://www.last.fm/music/Nas,
268,richard marx,http://www.last.fm/music/Richard+Marx,
269,dru hill,http://www.last.fm/music/Dru+Hill,
270,maria bethnia,http://www.last.fm/music/Maria+Beth%C3%A2nia,
271,mos def,http://www.last.fm/music/Mos+Def,
272,faith evans,http://www.last.fm/music/Faith+Evans,
273,avant,http://www.last.fm/music/Avant,
274,bob da rage sense,http://www.last.fm/music/Bob+da+Rage+Sense,
275,angie stone,http://www.last.fm/music/Angie+Stone,
276,gang starr,http://www.last.fm/music/Gang+Starr,
277,papa wemba,http://www.last.fm/music/Papa+Wemba,
278,2pac,http://www.last.fm/music/2Pac,
279,brandy,http://www.last.fm/music/Brandy,
280,sam the kid,http://www.last.fm/music/Sam+the+Kid,
281,dealema,http://www.last.fm/music/Dealema,
282,boss ac,http://www.last.fm/music/Boss+AC,
283,ana carolina,http://www.last.fm/music/Ana+Carolina,
284,dilated peoples,http://www.last.fm/music/Dilated+Peoples,
285,janet jackson,http://www.last.fm/music/Janet+Jackson,
286,peter tosh,http://www.last.fm/music/Peter+Tosh,
287,monica,http://www.last.fm/music/Monica,
288,rihanna,http://www.last.fm/music/Rihanna,
289,britney spears,http://www.last.fm/music/Britney+Spears,
290,jordin sparks,http://www.last.fm/music/Jordin+Sparks,
291,kelly clarkson,http://www.last.fm/music/Kelly+Clarkson,
292,christina aguilera,http://www.last.fm/music/Christina+Aguilera,
293,ashlee simpson,http://www.last.fm/music/Ashlee+Simpson,
294,leona lewis,http://www.last.fm/music/Leona+Lewis,
295,beyonc,http://www.last.fm/music/Beyonc%C3%A9,
296,sugababes,http://www.last.fm/music/Sugababes,
297,david cook,http://www.last.fm/music/David+Cook,
298,lily allen,http://www.last.fm/music/Lily+Allen,
299,jennifer lopez,http://www.last.fm/music/Jennifer+Lopez,
300,katy perry,http://www.last.fm/music/Katy+Perry,
301,alicia keys,http://www.last.fm/music/Alicia+Keys,
302,p!nk,http://www.last.fm/music/P%21nk,
303,panic at the disco,http://www.last.fm/music/+noredirect/Panic+at+the+Disco,
304,david archuleta,http://www.last.fm/music/David+Archuleta,
305,katharine mcphee,http://www.last.fm/music/Katharine+McPhee,
306,black eyed peas,http://www.last.fm/music/Black+Eyed+Peas,
307,kate voegele,http://www.last.fm/music/Kate+Voegele,
308,kat deluna,http://www.last.fm/music/Kat+DeLuna,
309,danity kane,http://www.last.fm/music/Danity+Kane,
310,nelly furtado,http://www.last.fm/music/Nelly+Furtado,
311,natasha bedingfield,http://www.last.fm/music/Natasha+Bedingfield,
312,cassie,http://www.last.fm/music/Cassie,
313,allison iraheta,http://www.last.fm/music/Allison+Iraheta,
314,ciara,http://www.last.fm/music/Ciara,
315,matt pokora,http://www.last.fm/music/+noredirect/Matt+Pokora,
316,alanis morissette,http://www.last.fm/music/Alanis+Morissette,
317,keri hilson,http://www.last.fm/music/Keri+Hilson,
318,hilary duff,http://www.last.fm/music/Hilary+Duff,
319,haley james scott,http://www.last.fm/music/Haley+James+Scott,
320,fergie,http://www.last.fm/music/Fergie,
321,jonas brothers,http://www.last.fm/music/Jonas+Brothers,
322,ashanti,http://www.last.fm/music/Ashanti,
323,the saturdays,http://www.last.fm/music/The+Saturdays,
324,cobra starship,http://www.last.fm/music/Cobra+Starship,
325,ashley tisdale,http://www.last.fm/music/Ashley+Tisdale,
326,jojo,http://www.last.fm/music/JoJo,
327,chris brown,http://www.last.fm/music/Chris+Brown,
328,david guetta,http://www.last.fm/music/David+Guetta,
329,justin timberlake,http://www.last.fm/music/Justin+Timberlake,
330,t.i.,http://www.last.fm/music/T.I.,
331,kanye west,http://www.last.fm/music/Kanye+West,
332,kelly rowland,http://www.last.fm/music/Kelly+Rowland,
333,avril lavigne,http://www.last.fm/music/Avril+Lavigne,
334,no angels,http://www.last.fm/music/No+Angels,
335,sandy,http://www.last.fm/music/Sandy,
336,vanessa petruo,http://www.last.fm/music/Vanessa+Petruo,
337,alexander,http://www.last.fm/music/Alexander,
338,queensberry,http://www.last.fm/music/Queensberry,
339,fady maalouf,http://www.last.fm/music/Fady+Maalouf,
340,cher,http://www.last.fm/music/Cher,
341,barbara schneberger,http://www.last.fm/music/Barbara+Sch%C3%B6neberger,
342,colbie caillat,http://www.last.fm/music/Colbie+Caillat,
343,annett louisan,http://www.last.fm/music/Annett+Louisan,
344,taylor swift,http://www.last.fm/music/Taylor+Swift,
345,nadja benaissa,http://www.last.fm/music/Nadja+Benaissa,
346,lena,http://www.last.fm/music/Lena,
347,cassandra steen,http://www.last.fm/music/Cassandra+Steen,
348,wir sind helden,http://www.last.fm/music/Wir+sind+Helden,
349,the pussycat dolls,http://www.last.fm/music/The+Pussycat+Dolls,
350,monrose,http://www.last.fm/music/Monrose,
351,gabrielle,http://www.last.fm/music/Gabrielle,
352,cheryl cole,http://www.last.fm/music/Cheryl+Cole,
353,milow,http://www.last.fm/music/Milow,
354,sarah connor,http://www.last.fm/music/Sarah+Connor,
355,jason mraz,http://www.last.fm/music/Jason+Mraz,
356,brad paisley,http://www.last.fm/music/Brad+Paisley,
357,silbermond,http://www.last.fm/music/Silbermond,
358,diyana,http://www.last.fm/music/Diyana,
359,maria mena,http://www.last.fm/music/Maria+Mena,
360,shania twain,http://www.last.fm/music/Shania+Twain,
361,jennifer chung,http://www.last.fm/music/Jennifer+Chung,
362,a fine frenzy,http://www.last.fm/music/A+Fine+Frenzy,
363,lucylicious,http://www.last.fm/music/Lucylicious,
364,sugarland,http://www.last.fm/music/Sugarland,
365,christina strmer,http://www.last.fm/music/Christina+St%C3%BCrmer,
366,jack johnson,http://www.last.fm/music/Jack+Johnson,
367,big bang,http://www.last.fm/music/BIG+BANG,
368,,http://www.last.fm/music/%EA%B9%80%EC%A2%85%EA%B5%AD,
369,2pm,http://www.last.fm/music/2PM,
370,katatonia,http://www.last.fm/music/Katatonia,
371,skillet,http://www.last.fm/music/Skillet,
372,800,http://www.last.fm/music/%E3%83%A2%E3%83%B3%E3%82%B4%E3%83%AB800,
373,jay park,http://www.last.fm/music/Jay+Park,
374,,http://www.last.fm/music/%E5%AE%87%E5%A4%9A%E7%94%B0%E3%83%92%E3%82%AB%E3%83%AB,
375,,http://www.last.fm/music/%E6%B5%9C%E5%B4%8E%E3%81%82%E3%82%86%E3%81%BF,
376,uverworld,http://www.last.fm/music/UVERworld,
377,linkin park,http://www.last.fm/music/Linkin+Park,
378,evanescence,http://www.last.fm/music/Evanescence,
379,,http://www.last.fm/music/%E4%B8%AD%E5%B3%B6%E7%BE%8E%E5%98%89,
380,blackmore's night,http://www.last.fm/music/Blackmore%27s+Night,
381,c.n.blue,http://www.last.fm/music/C.N.BLUE,
382,buck-tick,http://www.last.fm/music/BUCK-TICK,
383,bad religion,http://www.last.fm/music/Bad+Religion,
384,fairuz,http://www.last.fm/music/Fairuz,
385,t.m.revolution,http://www.last.fm/music/T.M.Revolution,
386,cascada,http://www.last.fm/music/Cascada,
387,trax,http://www.last.fm/music/TRAX,
388,b2st,http://www.last.fm/music/B2ST,
389,enya,http://www.last.fm/music/Enya,
390,gackt,http://www.last.fm/music/GACKT,
391,sinamore,http://www.last.fm/music/Sinamore,
392,remi bandali,http://www.last.fm/music/Remi+Bandali,
393,super junior,http://www.last.fm/music/Super+Junior,
394,,http://www.last.fm/music/%E5%B1%B1%E4%B8%8B%E6%99%BA%E4%B9%85,
395,news,http://www.last.fm/music/NEWS,
396,l'arc~en~ciel,http://www.last.fm/music/L%27Arc%7Een%7ECiel,
397,-miyavi-,http://www.last.fm/music/%E9%9B%85-MIYAVI-,
398,www.djfahad.com,http://www.last.fm/music/www.DjFahad.com,
399,,http://www.last.fm/music/%E5%B5%90,
400,2ne1,http://www.last.fm/music/2NE1,
401,rentrer en soi,http://www.last.fm/music/RENTRER+EN+SOI,
402,3mmey,http://www.last.fm/music/3mmey,
403,the all-american rejects,http://www.last.fm/music/The+All-American+Rejects,
404,,http://www.last.fm/music/%EB%B0%B1%EC%A7%80%EC%98%81,
405,the rasmus,http://www.last.fm/music/The+Rasmus,
406,hyde,http://www.last.fm/music/HYDE,
407,akira yamaoka,http://www.last.fm/music/Akira+Yamaoka,
408,crossfade,http://www.last.fm/music/Crossfade,
409,g-dragon,http://www.last.fm/music/G-Dragon,
410,gd&top,http://www.last.fm/music/GD%2526TOP,
411,chinese mix,http://www.last.fm/music/Chinese+mix,
412,blink-182,http://www.last.fm/music/blink-182,
413,after school,http://www.last.fm/music/After+School,
414,wasted land,http://www.last.fm/music/Wasted+Land,
415,laith al-deen,http://www.last.fm/music/Laith+Al-Deen,
416,the national,http://www.last.fm/music/The+National,
417,cordel do fogo encantado,http://www.last.fm/music/Cordel+do+Fogo+Encantado,
418,sigur rs,http://www.last.fm/music/Sigur+R%C3%B3s,
419,tokyo police club,http://www.last.fm/music/Tokyo+Police+Club,
420,the kills,http://www.last.fm/music/The+Kills,
421,mveis coloniais de acaju,http://www.last.fm/music/M%C3%B3veis+Coloniais+de+Acaju,
422,momboj,http://www.last.fm/music/Momboj%C3%B3,
423,bat for lashes,http://www.last.fm/music/Bat+for+Lashes,
424,the strokes,http://www.last.fm/music/The+Strokes,
425,yeah yeah yeahs,http://www.last.fm/music/Yeah+Yeah+Yeahs,
426,rilo kiley,http://www.last.fm/music/Rilo+Kiley,
427,the cribs,http://www.last.fm/music/The+Cribs,
428,the libertines,http://www.last.fm/music/The+Libertines,
429,the smiths,http://www.last.fm/music/The+Smiths,
430,kate nash,http://www.last.fm/music/Kate+Nash,
431,wolf parade,http://www.last.fm/music/Wolf+Parade,
432,klaxons,http://www.last.fm/music/Klaxons,
433,broken social scene,http://www.last.fm/music/Broken+Social+Scene,
434,spoon,http://www.last.fm/music/Spoon,
435,black lips,http://www.last.fm/music/Black+Lips,
436,the smashing pumpkins,http://www.last.fm/music/The+Smashing+Pumpkins,
437,she & him,http://www.last.fm/music/She%2B%2526%2BHim,
438,o teatro mgico,http://www.last.fm/music/O+Teatro+M%C3%A1gico,
439,los hermanos,http://www.last.fm/music/Los+Hermanos,
440,animal collective,http://www.last.fm/music/Animal+Collective,
441,joy division,http://www.last.fm/music/Joy+Division,
442,the tallest man on earth,http://www.last.fm/music/The+Tallest+Man+on+Earth,
443,the rakes,http://www.last.fm/music/The+Rakes,
444,mm,http://www.last.fm/music/m%C3%BAm,
445,bon iver,http://www.last.fm/music/Bon+Iver,
446,ra ra riot,http://www.last.fm/music/Ra+Ra+Riot,
447,manu chao,http://www.last.fm/music/Manu+Chao,
448,art brut,http://www.last.fm/music/Art+Brut,
449,poney express,http://www.last.fm/music/Poney+Express,
450,she wants revenge,http://www.last.fm/music/She+Wants+Revenge,
451,local natives,http://www.last.fm/music/Local+Natives,
452,mundo livre s/a,http://www.last.fm/music/Mundo%2BLivre%2BS%252FA,
453,silverchair,http://www.last.fm/music/Silverchair,
454,jnsi,http://www.last.fm/music/J%C3%B3nsi,
455,backstreet boys,http://www.last.fm/music/Backstreet+Boys,
456,jesse mccartney,http://www.last.fm/music/Jesse+McCartney,
457,aaron carter,http://www.last.fm/music/Aaron+Carter,
458,justin bieber,http://www.last.fm/music/Justin+Bieber,
459,*nsync,http://www.last.fm/music/%2ANSYNC,
460,noize mc,http://www.last.fm/music/Noize+MC,
461,miley cyrus,http://www.last.fm/music/Miley+Cyrus,
462,blue,http://www.last.fm/music/Blue,
463,savage garden,http://www.last.fm/music/Savage+Garden,
464,3oh!3,http://www.last.fm/music/3OH%213,
465,jessica simpson,http://www.last.fm/music/Jessica+Simpson,
466,ke$ha,http://www.last.fm/music/Ke%24ha,
467,darren hayes,http://www.last.fm/music/Darren+Hayes,
468,usher,http://www.last.fm/music/Usher,
469,nick carter,http://www.last.fm/music/Nick+Carter,
470,nevershoutnever!,http://www.last.fm/music/nevershoutnever%21,
471,metro station,http://www.last.fm/music/Metro+Station,
472,3 doors down,http://www.last.fm/music/3+Doors+Down,
473,dream street,http://www.last.fm/music/Dream+Street,
474,craig david,http://www.last.fm/music/Craig+David,
475,eminem,http://www.last.fm/music/Eminem,
476,m. pokora,http://www.last.fm/music/M.+Pokora,
477,daniel merriweather,http://www.last.fm/music/Daniel+Merriweather,
478, ,http://www.last.fm/music/%D0%92%D0%98%D0%90+%D0%93%D1%80%D0%B0,
479,westlife,http://www.last.fm/music/Westlife,
480,guf,http://www.last.fm/music/Guf,
481,simple plan,http://www.last.fm/music/Simple+Plan,
482,jeremih,http://www.last.fm/music/Jeremih,
483,centr,http://www.last.fm/music/Centr,
484,ne-yo,http://www.last.fm/music/Ne-Yo,
485,kelis,http://www.last.fm/music/Kelis,
